Region,Installation,RPUID,Asset_Name,build_dt,RM,Sustainment,FCI,ICI,Visit Date,Net_Profit,Population,Profit_per_pop,ConditionCombo,ICI_Exist,Q-Rating
MCIPAC,MCAS Iwakuni,1146097,CLUB IWAKUNI SIGN-TORII DISTRICT,6/24/2012,3419.55,378.75,85,,,,2735,,85,N,Q1
MCIPAC,MCAS Iwakuni,1146357,FREEZER CANOPY-MISUMI DISTRICT,11/25/1996,16861.20,430.23,85,,,,2735,,85,N,Q1
MCIPAC,MCAS Iwakuni,1276281,TEMPORARY LODGING FACILITY-TORII DISTRICT,5/12/2016,3696219.35,409310.81,95,98,5/15/2017,45907837.23,2735,16785.31526,98,Y,Q1
MCIPAC,MCAS Iwakuni,1276346,COMMUNITY FACILITY-TORII DISTRICT,5/12/2016,97045.05,71513.20,97,,,2007959.57,2735,734.1716892,97,N,Q1
MCIPAC,MCAS Iwakuni,1276625,COMMAND ASSEMBLY HALL-TORII DISTRICT,4/26/2016,613296.84,390794.17,96,98,5/15/2017,6716332.42,2735,2455.697411,98,Y,Q1
MCIPAC,MCAS Iwakuni,1289900,KINTAI INN EXPANSION-TORII DISTRICT,4/1/2016,1811043.32,465746.85,96,,,,2735,,96,N,Q1
MCIPAC,MCAS Iwakuni,1321849,CHILI'S RESTAURANT-TORII DISTRICT,10/30/2017,0.00,151647.37,100,,,850574.66,2735,310.9962194,100,N,Q1
MCIPAC,MCAS Iwakuni,1326310,VET TREATMENT FAC/MCCS KENNEL-SETO DISTRICT,6/23/2017,0.00,37372.06,100,,,567262.2,2735,207.4084826,100,N,Q1
MCIPAC,MCAS Iwakuni,1333918,AIR COMPRESSOR ROOM-MISUMI DISTRICT,10/19/2017,0.00,334.73,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1333923,MCX CAR WASH-MISUMI DISTRICT,10/19/2017,0.00,10117.17,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1333945,ALL HANDS CLUB-IMAZU DISTRICT,5/31/2017,0.00,385209.14,100,,,5577574.68,2735,2039.332607,100,N,Q1
MCIPAC,MCAS Iwakuni,1334159,FLAGPOLE/BILLBD/MARKER-ATAGO HILLS DISTRICT,8/10/2017,0.00,378.75,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1334160,MCX CAR WASH STORAGE-MISUMI DISTRICT,10/19/2017,0.00,4213.78,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1334308,MCX VACUUM OVERHEAD COVER-MISUMI DISTRICT,10/19/2017,0.00,1939.48,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1334637,OIL/WATER SEPARATOR-MISUMI DISTRICT,10/19/2017,0.00,2227.65,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1337750,COMMUNITY CENTER-ATAGO HILLS DISTRICT,8/10/2017,0.00,52091.42,100,,,745858.16,2735,272.7086508,100,N,Q1
MCIPAC,MCAS Iwakuni,1339895,CAR RENTAL OFFICE-IMAZU DISTRICT,6/28/2017,0.00,9045.15,100,,,13125803.42,2735,4799.196863,100,N,Q1
MCIPAC,MCAS Iwakuni,1342483,MARINE CORPS EXCHANGE-MISUMI DISTRICT,10/24/2018,0.00,1157518.51,100,,,129390858.4,2735,47309.27181,100,N,Q1
MCIPAC,MCAS Iwakuni,1372904,COLD STORAGE WAREHOUSE-MISUMI DISTRICT,11/7/2000,0.00,20429.96,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1382700,"OVERHEAD COVER, MISC-MISUMI DISTRICT",10/17/2017,0.00,5494.58,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1392238,MCX SIGN 2-MISUMI DISTRICT,10/24/2018,0.00,378.75,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1392239,MCX SIGN 1-MISUMI DISTRICT,10/24/2018,0.00,378.75,100,,,,2735,,100,N,Q1
MCIPAC,MCAS Iwakuni,1393828,MCX GAS STATION-MISUMI DISTRICT,10/19/2017,0.00,2361.19,100,,,4194257.44,2735,1533.549338,100,N,Q1
MCIPAC,MCAS Iwakuni,27560,KINTAI INN-TORII DISTRICT,11/25/1996,4591602.99,363330.66,87,,,,2735,,87,N,Q1
MCIPAC,MCAS Iwakuni,27572,MCCS COLD STORAGE WAREHOUSE-SETO DISTRICT,7/1/1995,784833.27,103697.30,87,,,-1417020.05,2735,-518.1060512,87,N,Q1
MCIPAC,MCAS Iwakuni,27588,TDY OFFICIAL LODGING (SHOGUN)-TORII DISTRICT,7/1/1947,238724.54,14445.39,83,,,,2735,,83,N,Q1
MCIPAC,MCAS Iwakuni,27606,CLUB COMPLEX-TORII DISTRICT,7/1/2000,5003421.84,1114161.69,88,83,5/15/2017,36352584.62,2735,13291.62143,83,Y,Q1
MCIPAC,MCAS Iwakuni,34161,MCX SUPPORT WAREHOUSE-TORII DISTRICT,10/17/1990,1678984.44,143906.94,88,,,-621748.56,2735,-227.3303693,88,N,Q1
MCIPAC,MCAS Iwakuni,35266,FOOD AND SERVICE MALL-MISUMI DISTRICT,7/1/1997,3560994.32,131980.08,77,86,5/1/2017,43606565.86,2735,15943.89977,86,Y,Q1
MCIPAC,MCAS Iwakuni,35325,EXCHANGE RETAIL STORE-IMAZU DISTRICT,7/1/2000,135463.35,4083.71,89,,,-26656.93,2735,-9.746592322,89,N,Q1
MCIPAC,MCAS Iwakuni,35328,MARINE MART-IMAZU DISTRICT,11/25/1996,1543629.60,32408.06,82,74,5/16/2017,36198626.78,2735,13235.32972,74,Y,Q2
MCIPAC,MCAS Iwakuni,35329,MCCS GAS STATION-IMAZU DISTRICT,7/1/1997,134519.33,28742.15,89,,,6294279.92,2735,2301.382055,89,N,Q1
MCIPAC,MCAS Iwakuni,35331,AUTO HOBBY SHOP-IMAZU DISTRICT,7/1/1997,39697.97,6239.95,87,75,5/16/2017,2445948.01,2735,894.3137148,75,Y,Q2
MCIPAC,MCAS Iwakuni,35332,MCCS CAR WASH-IMAZU DISTRICT,7/1/1997,56101.95,28714.73,91,,,,2735,,91,N,Q1
MCIPAC,MCAS Iwakuni,550658,MCCS RENTAL SELF-STORAGE-IMAZU DISTRICT,3/12/2007,11440.02,13280.01,99,,,1936269.6,2735,707.9596344,99,N,Q1
MCIPAC,MCAS Iwakuni,945416,BOWLING CENTER-IMAZU DISTRICT,5/28/2008,1163607.30,292276.81,91,85,5/1/2017,11744638.44,2735,4294.200527,85,Y,Q1
MCIPAC,MCB Butler,1045737,OCEAN BREEZE,9/9/2009,2312842.59,682603.23,91,93,5/1/2017,72080292.12,13409,5375.515857,93,Y,Q1
MCIPAC,MCB Butler,1049992,GOLF STORAGE/MAINTENANCE FACILITY,8/4/2009,161566.48,33315.63,92,,,,13409,,92,N,Q1
MCIPAC,MCB Butler,1049993,GOLF STORAGE/MAINTENANCE FACILITY,8/4/2009,60078.62,14158.21,93,,,,13409,,93,N,Q1
MCIPAC,MCB Butler,1049994,TEE HOUSE,7/27/2009,23548.90,11932.74,95,,,,13409,,95,N,Q1
MCIPAC,MCB Butler,1049995,WEATHER SHELTER @ HOLE 14,9/17/2009,6615.92,725.01,92,,,,13409,,92,N,Q1
MCIPAC,MCB Butler,1049996,WEATHER SHELTER @ HOLE 9,9/17/2009,6615.92,725.01,92,,,,13409,,92,N,Q1
MCIPAC,MCB Butler,1049997,WEATHER SHELTER @ HOLE 8,9/17/2009,6615.92,725.01,92,,,,13409,,92,N,Q1
MCIPAC,MCB Butler,1050003,GOLF CLUBHOUSE,8/4/2009,505341.96,344613.94,94,,,65782712.84,13409,4905.862692,94,N,Q1
MCIPAC,MCB Butler,1065009,GOLF COURSE,12/2/2009,587075.79,159432.07,93,,,0,13409,0,93,N,Q1
MCIPAC,MCB Butler,1065012,FUEL STORAGE (GOJ),8/5/2009,74196.36,25850.50,93,,,,13409,,93,N,Q1
MCIPAC,MCB Butler,1065015,WASH RACK,10/9/2009,319.97,178.60,93,,,,13409,,93,N,Q1
MCIPAC,MCB Butler,1090672,GOLF DRIVING RANGE,7/1/2011,5803.73,16504.03,99,,,,13409,,99,N,Q1
MCIPAC,MCB Butler,1090673,WATER STORAGE TANK (USG),7/1/2011,39.92,85.84,99,,,,13409,,99,N,Q1
MCIPAC,MCB Butler,1418193,HANSEN TLF,5/1/2019,0.00,,100,,,3828808.11,13409,285.5401678,100,N,Q1
MCIPAC,MCB Butler,44509,WESTPAC LODGE,7/25/2002,5852366.28,667057.48,91,83,5/12/2017,82066487.5,13409,6120.25412,83,Y,Q1
MCIPAC,MCB Butler,45249,MCCS BUTLER OFFICERS CLUB (GOJ),7/25/1989,3373479.00,358428.71,75,86,5/10/2017,7635954.51,13409,569.4648751,86,Y,Q1
MCIPAC,MCB Butler,46193,DAY HOUSE,7/1/1956,269432.02,12523.05,78,,,,13409,,78,N,Q2
MCIPAC,MCB Butler,46880,WESTPAC INN,4/1/1997,4521552.96,290418.09,84,,,,13409,,84,N,Q1
MCIPAC,MCB Butler,47323,ADMIN - MULTI USER,12/1/1954,1083621.60,40118.08,80,,,,13409,,80,N,Q1
MCIPAC,MCB Butler,47346,TERRA,5/15/2006,798436.80,215007.90,91,95,5/12/2017,14231951.08,13409,1061.373039,95,Y,Q1
MCIPAC,MCB Butler,48591,CAR CARE CTR (AAFES),3/18/2005,11551.93,1952.76,87,,,,13409,,87,N,Q1
MCIPAC,MCB Butler,49195,MCCS BEACHHEAD CONSOLIDATED CLUB (GOJ),9/3/2002,1975707.80,527940.59,90,87,5/10/2017,8498312.52,13409,633.7767559,87,Y,Q1
MCIPAC,MCB Butler,49197,BIKE SHELTER,9/3/2002,4098.99,516.45,93,,,,13409,,93,N,Q1
MCIPAC,MCB Butler,49198,BIKE SHELTER,9/3/2002,2080.54,262.13,93,,,,13409,,93,N,Q1
MCIPAC,MCB Butler,49900,ALL HAND CLUB_MCCS,7/1/1961,1558532.58,189302.16,78,84,5/11/2017,3706834.78,13409,276.44379,84,Y,Q1
MCIPAC,MCB Butler,49902,GAS STORAGE (USG),7/1/1986,3357.90,591.78,87,,,,13409,,87,N,Q1
MCIPAC,MCB Butler,50028,ALL HANDS CLUB (MCCS),6/11/1959,1914643.50,243630.12,79,91,5/1/2017,3503745.3,13409,261.2980312,91,Y,Q1
MCIPAC,MCB Butler,50029,COLD STORAGE WHSE (MCCS),11/15/1988,11136.87,1125.24,83,,,,13409,,83,N,Q1
MCIPAC,MCB Butler,50654,BOWLING CENTER (13 LANES AND MORE),10/1/1990,1073336.77,219268.45,89,92,5/8/2017,14085552.68,13409,1050.455118,92,Y,Q1
MCIPAC,MCB Butler,50744,ALL HANDS CLUB TENGAN CASTLE (MCCS),7/1/1964,899316.45,159252.43,85,,,1242373.53,13409,92.65221344,85,N,Q1
MCIPAC,MCB Butler,51159,MCCS TRI-MODULAR CLUB (GOJ),10/18/1994,2346971.40,627148.16,90,86,5/9/2017,10942740.47,13409,816.0743135,86,Y,Q1
MCIPAC,MCB Butler,51160,DISTILATE HEAT FUEL TANK (GOJ),10/18/1994,5770.44,11409.86,73,,,,13409,,73,N,Q2
MCIPAC,MCB Butler,51233,EAGLES NEST,7/23/1969,965624.66,36351.01,74,83,5/1/2017,126026.36,13409,9.39863972,83,Y,Q1
MCIPAC,MCB Butler,51313,BIKE SHELTER F/2654,6/19/2001,5190.30,762.93,94,,,,13409,,94,N,Q1
MCIPAC,MCB Butler,51620,MWR FOOD SERVICE (MCCS),10/1/1989,230025.76,36424.73,84,89,5/9/2017,3133805.72,13409,233.7091297,89,Y,Q1
MCIPAC,MCB Butler,51883,GEIGER HOUSE,7/1/2005,93768.20,19176.49,95,,,,13409,,95,N,Q1
MCIPAC,MCB Butler,52004,CUL DE SAC INN,7/1/1969,8675757.40,446229.71,80,,,,13409,,80,N,Q1
MCIPAC,MCB Butler,52089,BAYVIEW ENLISTED CLUB MCCS (USG),12/1/1965,1059569.28,156358.54,82,88,5/11/2017,1658187.46,13409,123.6622761,88,Y,Q1
MCIPAC,MCB Butler,52099,REEFER SHED FOR 4218 (USG),7/1/1984,7238.44,2585.95,89,,,,13409,,89,N,Q1
MCIPAC,MCB Butler,52821,ALL HANDS CLUB (MCCS),5/1/2003,4356581.31,322297.76,91,84,5/6/2017,29466685.65,13409,2197.530439,84,Y,Q1
MCIPAC,MCB Butler,52828,COURTNEY LODGE,11/29/1982,1617358.99,127217.42,87,82,5/11/2017,6497820.66,13409,484.586521,82,Y,Q1
MCIPAC,MCB Butler,52965,SNCO CLUB,2/1/1964,1103037.10,133177.91,78,87,5/11/2017,3970681.59,13409,296.1206346,87,Y,Q1
MCIPAC,MCB Butler,53326,MOUNTAIN VIEW INN,5/5/1987,2006693.13,157841.46,87,,,,13409,,87,N,Q1
MCIPAC,MCB Butler,56565,COMMUNITY CENTER (GOJ),7/1/2002,713898.00,103512.20,91,,,11900713.52,13409,887.5168558,91,N,Q1
MCIPAC,MCB Hawaii,1011552,MCDONALDS,9/8/2009,0.00,91655.18,100,,,4333191.3,8188,529.2124206,100,N,Q1
MCIPAC,MCB Hawaii,1063503,MANANA CONVENIENCE STORE,1/19/2010,95780.25,40740.52,95,,,3265089.75,8188,398.7652357,95,N,Q1
MCIPAC,MCB Hawaii,1063505,MANANA GAS LANES,1/19/2010,83267.90,18827.45,90,,,4130473.08,8188,504.4544553,90,N,Q1
MCIPAC,MCB Hawaii,1063662,FUEL STORAGE FOR MARINE MART GAS LANES,3/30/2010,148536.54,56208.68,94,,,56929374.34,8188,6952.781429,94,N,Q1
MCIPAC,MCB Hawaii,1102653,TEMP LODGING FACILITY (ADDN),8/13/2010,1538311.20,191086.23,92,,,,8188,,92,N,Q1
MCIPAC,MCB Hawaii,1141790,MARINA & OUTDOOR REC & EQUIPMENT CENTER,8/6/2012,196923.72,128553.80,94,95,2/1/2016,20021594.76,8188,2445.236292,95,Y,Q1
MCIPAC,MCB Hawaii,1162659,FLIGHT LINE MARINE MART,1/17/2013,100752.42,35861.82,94,,,14714026.47,8188,1797.023262,94,N,Q1
MCIPAC,MCB Hawaii,1173759,SEABEE COTTAGE,8/1/2013,29704.45,18004.10,95,,,,8188,,95,N,Q1
MCIPAC,MCB Hawaii,1431194,FAIRWAY INN,8/14/2020,0.00,,100,,,,8188,,100,N,Q1
MCIPAC,MCB Hawaii,1431203,SELDEN ST. MARINE MART,8/14/2020,0.00,,100,,,2062659.93,8188,251.9125464,100,N,Q1
MCIPAC,MCB Hawaii,1431207,FAIRWAY INN PARKING,8/14/2020,0.00,,100,,,,8188,,100,N,Q1
MCIPAC,MCB Hawaii,1431208,KLIPPER VILLA TRASH ENCLOSURE,8/14/2020,0.00,,100,,,,8188,,100,N,Q1
MCIPAC,MCB Hawaii,1431209,MARINE MART PARKING LOT,8/14/2020,0.00,,100,,,,8188,,100,N,Q1
MCIPAC,MCB Hawaii,1431210,MARINE MART TRASH ENCLOSURE,8/14/2020,0.00,,100,,,,8188,,100,N,Q1
MCIPAC,MCB Hawaii,18774,TEMPORARY LODGING FACILITY,7/1/1983,1983586.72,123198.77,84,,,,8188,,84,N,Q1
MCIPAC,MCB Hawaii,18955,EXCHANGE/MWR FOOD SVC,4/8/1998,1835480.66,164351.01,87,78,5/1/2017,23969524.61,8188,2927.396753,78,Y,Q2
MCIPAC,MCB Hawaii,21927,MISSION OP CND & CTRL FAC,7/1/1942,95276.10,6432.72,70,,,10716399.99,8188,1308.793355,70,N,Q2
MCIPAC,MCB Hawaii,21940,SUNSET LANAI ALL HANDS CLUB,7/1/1969,1294414.44,151251.45,78,85,2/1/2016,3001881.91,8188,366.6196764,85,Y,Q1
MCIPAC,MCB Hawaii,22530,MAIN EXCHANGE,5/20/1997,4711241.92,364740.70,86,81,5/1/2017,96716387.5,8188,11811.96721,81,Y,Q1
MCIPAC,MCB Hawaii,23552,MCCS MAINT SHOP,7/1/1943,262850.64,20728.92,48,,,,8188,,48,N,Q4
MCIPAC,MCB Hawaii,23665,REC DOCKS & MARINA,7/1/1969,656412.40,23544.02,80,,,,8188,,80,N,Q1
MCIPAC,MCB Hawaii,23777,THEATER/LIBRARY,7/1/1941,2247918.66,89090.22,74,,,-6037459.12,8188,-737.3545579,74,N,Q2
MCIPAC,MCB Hawaii,24393,ADM BLDG,7/1/1942,484930.85,42705.45,77,,,,8188,,77,N,Q2
MCIPAC,MCB Hawaii,24415,KLIPPER GOLF COURSE,7/1/1947,2038992.00,188346.16,80,,,,8188,,80,N,Q1
MCIPAC,MCB Hawaii,24700,MARINE MART - SUBWAY,7/1/1984,1482799.33,95678.99,83,69,2/1/2016,68252818.95,8188,8335.713111,69,Y,Q3
MCIPAC,MCB Hawaii,24713,GOLF/SNCO CLUB HOUSE,7/1/1986,1278423.84,195341.89,88,78,2/1/2017,30923364.53,8188,3776.668848,78,Y,Q2
MCIPAC,MCB Hawaii,24768,MCCS BEACH CABANAS STORAGE,7/1/1971,141961.47,20486.68,79,,,,8188,,79,N,Q2
MCIPAC,MCB Hawaii,24769,MWR BEACH CABANAS,7/1/1971,59929.44,11351.16,84,,,,8188,,84,N,Q1
MCIPAC,MCB Hawaii,24770,MCCS BEACH CABANAS,7/1/1971,82402.98,11351.16,78,,,,8188,,78,N,Q2
MCIPAC,MCB Hawaii,24771,MCCS BEACH CABANAS,7/1/1971,64159.19,11437.48,83,,,,8188,,83,N,Q1
MCIPAC,MCB Hawaii,24938,MCCS BEACH CABANAS,7/1/1975,84228.15,17017.13,85,,,,8188,,85,N,Q1
MCIPAC,MCB Hawaii,24950,BOWLING ALLEY,7/1/1976,3590647.80,261382.24,85,83.5,5/18/2017,4195446.1,8188,512.3896067,83.5,Y,Q1
MCIPAC,MCB Hawaii,24951,MOKAPU MARINE MART & GAS LANES,7/1/1976,786237.27,137319.30,87,67,5/18/2017,44110211.05,8188,5387.177705,67,Y,Q3
MCIPAC,MCB Hawaii,24976,TEMPORARY LODGING FACILITY,5/6/2002,566671.00,56312.67,90,,5/18/2017,,8188,,90,N,Q1
MCIPAC,MCB Hawaii,24977,TEMPORARY LODGING FACILITY,5/6/2002,883963.36,109804.33,92,74,5/18/2017,,8188,,74,Y,Q2
MCIPAC,MCB Hawaii,25335,TEMPORARY LODGING FACILITY,5/6/2002,994458.78,109804.33,91,86,5/18/2017,11104.42,8188,1.356182218,86,Y,Q1
MCIPAC,MCB Hawaii,25336,ADMINSTRATIVE OFFICE,5/6/2002,334530.95,25572.19,87,,,,8188,,87,N,Q1
MCIPAC,MCB Hawaii,25379,MCCS RENTAL CABINS,10/8/1998,79856.70,22000.81,89,74,,,8188,,74,Y,Q2
MCIPAC,MCB Hawaii,25397,WAREHOUSE,7/1/1942,7430127.46,368515.85,81,,,-21272847.42,8188,-2598.051712,81,N,Q1
MCIPAC,MCB Hawaii,25482,MCX ANNEX,7/1/1953,6797302.56,135344.60,76,72,5/18/2017,74253550.01,8188,9068.582073,72,Y,Q2
MCIPAC,MCB Hawaii,25895,KLIPPER VILLAS,7/1/1974,1298279.00,64507.94,80,,,,8188,,80,N,Q1
MCIPAC,MCB Hawaii,25896,KLIPPER VILLAS,7/1/1974,801700.90,36213.03,78,74,5/22/2017,,8188,,74,Y,Q2
MCIPAC,MCB Hawaii,25897,KLIPPER VILLAS,7/1/1974,624895.56,32683.53,81,,,,8188,,81,N,Q1
MCIPAC,MCB Hawaii,25898,KLIPPER VILLAS,7/1/1974,728819.00,36213.03,80,,,,8188,,80,N,Q1
MCIPAC,MCB Hawaii,25899,KLIPPER VILLAS,7/1/1974,1164931.52,72352.85,84,,,12482604.24,8188,1524.499785,84,N,Q1
MCIPAC,MCB Hawaii,25976,MCCS BEACH CABANAS,7/1/1972,157182.27,22683.20,79,,,,8188,,79,N,Q2
MCIPAC,MCB Hawaii,25977,MCCS BEACH CABANAS,7/1/1972,196168.98,28309.43,79,,,,8188,,79,N,Q2
MCIPAC,MCB Hawaii,25981,MCCS EXCHANGE MAINT WAREHOUSE AND OFFICES,7/1/1944,519178.77,203228.34,89,,,-14074123.02,8188,-1718.871888,89,N,Q1
MCIPAC,MCB Hawaii,25984,EXCHANGE WAREHOUSE,7/1/1973,3787409.77,154217.08,83,,,-27052851.95,8188,-3303.963355,83,N,Q1
MCIPAC,MCB Hawaii,26254,GOLF CART SHED,7/1/1985,710419.86,156939.76,82,,,,8188,,82,N,Q1
MCIPAC,MCB Hawaii,26271,WALK-IN REEFER,7/1/1986,15658.58,2753.96,86,,,,8188,,86,N,Q1
MCIPAC,MCB Hawaii,26608,MCCS RENTAL CABIN,4/26/1982,56298.06,13124.12,87,,,,8188,,87,N,Q1
MCIPAC,MCB Hawaii,26611,MCCS RENTAL CABIN,4/26/1982,35022.36,8844.72,88,,,,8188,,88,N,Q1
MCIPAC,MCB Hawaii,26612,MCCS RENTAL CABIN,4/26/1982,34688.76,8760.50,88,,,,8188,,88,N,Q1
MCIPAC,MCB Hawaii,26613,RECREATIONAL LODGING (VIP),7/1/1974,293600.96,18235.29,84,,,,8188,,84,N,Q1
MCIPAC,MCB Hawaii,26614,MCCS RENTAL CABIN,4/26/1982,37595.48,8764.20,87,,,,8188,,87,N,Q1
MCIPAC,MCB Hawaii,26615,MCCS RENTAL CABIN,4/26/1982,40244.96,8711.72,86,,,,8188,,86,N,Q1
MCIPAC,MCB Hawaii,26617,MCCS RENTAL CABIN,4/26/1982,44404.05,8971.23,85,,,,8188,,85,N,Q1
MCIPAC,MCB Hawaii,26618,MCCS RENTAL CABIN,4/26/1982,34893.48,8812.17,88,,,,8188,,88,N,Q1
MCIPAC,MCB Hawaii,26619,MCCS RENTAL CABIN,4/26/1982,34681.08,8758.53,88,,,,8188,,88,N,Q1
MCIPAC,MCB Hawaii,26620,MCCS RENTAL CABIN,4/26/1982,37586.51,8762.11,87,,,,8188,,87,N,Q1
MCIPAC,MCB Hawaii,26621,RECREATIONAL LODGING (VIP) - UPH,7/1/1974,171015.48,14162.15,88,,,,8188,,88,N,Q1
MCIPAC,MCB Hawaii,26628,MCCS BEACH CABANAS,7/1/1979,195902.28,28270.96,79,,,,8188,,79,N,Q2
MCIPAC,MCB Hawaii,26631,MCCS RENTAL CABINS HOUSEKEEPING,7/1/1978,55928.70,11299.61,85,,,,8188,,85,N,Q1
MCIPAC,MCB Hawaii,26634,ENLISTED CLUB,7/1/1974,3489076.08,428891.64,79,77,2/2/2016,10665335.38,8188,1302.556837,77,Y,Q2
MCIPAC,MCB Hawaii,26728,MCCS FOOD SERVICE/SERVICE OUTLET,7/1/1962,2779224.48,68160.73,76,76,2/1/2016,3643736.42,8188,445.0093332,76,Y,Q2
MCIPAC,MCB Hawaii,26733,OFFICERS CLUB - GRILL,7/1/1963,35958.88,5801.52,84,,,,8188,,84,N,Q1
MCIPAC,MCB Hawaii,26734,MCCS BEACH CABINS OFFICE,7/1/1963,376484.48,35654.73,68,,,4296265.26,8188,524.7026453,68,N,Q3
MCIPAC,MCB Hawaii,26749,GOLF COURSE MAINTENANCE,7/1/1968,1017190.20,155567.63,74,,,,8188,,74,N,Q2
MCIPAC,MCB Hawaii,26751,"REFRESHMENT STAND, GOLF",7/1/1967,11552.96,2871.18,84,,,1013914.03,8188,123.829266,84,N,Q1
MCIPAC,MCB Hawaii,27016,GOLF COURSE PESTICIDE STRG,7/1/1987,90995.52,25845.36,86,,,,8188,,86,N,Q1
MCIPAC,MCB Hawaii,30156,CAR WASH FACILITY,11/3/2006,50100.75,24772.22,91,80,5/18/2017,1941367.43,8188,237.0990999,80,Y,Q1
MCIPAC,MCB Hawaii,547876,OFFICERS' CLUB,7/1/1941,4690053.84,480433.99,76,,,11554933.23,8188,1411.203374,76,N,Q2
MCIWEST,MCAS Miramar,1008469,RESTROOM/SNACK SHACK,7/20/2009,5871.90,1546.68,90,,,,11202,,90,N,Q1
MCIWEST,MCAS Miramar,1013680,DENNY'S/GOLF COURSE CLUB HOUSE/PRO SHOP,6/15/2009,363386.80,52164.73,90,99,1/12/2016,13355635.84,11202,1192.254583,99,Y,Q1
MCIWEST,MCAS Miramar,1013681,MCCS GOLF COURSE PAVILION,6/15/2009,21488.60,1301.66,93,,,,11202,,93,N,Q1
MCIWEST,MCAS Miramar,1031725,MCCS RV/VEHICLE STORAGE COMPOUND,5/2/2008,36713.38,144313.64,99,,,,11202,,99,N,Q1
MCIWEST,MCAS Miramar,1139510,EXCHANGE GAS AND SERVICE,5/25/2012,66956.40,27105.16,94,93,6/12/2017,139418106.6,11202,12445.82276,93,Y,Q1
MCIWEST,MCAS Miramar,1139511,EXCHANGE CAR WASH,5/25/2012,7112.24,3754.79,96,,,5973642.18,11202,533.2656829,96,N,Q1
MCIWEST,MCAS Miramar,1168519,WEST WING INNS OF THE CORPS,5/23/2013,1068294.40,141937.30,92,96,6/12/2017,,11202,,96,Y,Q1
MCIWEST,MCAS Miramar,1171866,EAST WING - INNS OF THE CORPS,6/6/2013,947149.04,125861.64,92,95,6/12/2017,,11202,,95,Y,Q1
MCIWEST,MCAS Miramar,1321242,MCCS FLIGHTLINE MINI MART,4/30/2018,84032.60,16847.61,96,,,33352275.49,11202,2977.350071,96,N,Q1
MCIWEST,MCAS Miramar,1321292,MCCS FLMM CAR WASH,4/30/2018,0.00,4255.43,100,,,,11202,,100,N,Q1
MCIWEST,MCAS Miramar,49359,BATHHOUSE,7/1/1971,41809.44,5212.01,76,70,7/18/2017,,11202,,70,Y,Q2
MCIWEST,MCAS Miramar,49360,LODGE HOUSE,10/21/1971,63406.63,9051.29,77,88,,2602282.76,11202,232.3051919,88,Y,Q1
MCIWEST,MCAS Miramar,49361,CABIN 1 - BIG BEAR,7/1/1971,13149.96,3597.89,88,,,,11202,,88,N,Q1
MCIWEST,MCAS Miramar,49362,CABIN 2 - BIG BEAR,7/1/1971,14245.79,3597.89,87,,,,11202,,87,N,Q1
MCIWEST,MCAS Miramar,49363,CABIN 3 - BIG BEAR,7/1/1971,15341.62,3597.89,86,,,,11202,,86,N,Q1
MCIWEST,MCAS Miramar,49364,CABIN 4 - BIG BEAR,7/1/1971,13149.96,3597.89,88,,,,11202,,88,N,Q1
MCIWEST,MCAS Miramar,49365,CABIN 5 - BIG BEAR,7/1/1971,13149.96,2873.79,88,85,,,11202,,85,Y,Q1
MCIWEST,MCAS Miramar,49366,CABIN 6 - BIG BEAR,7/1/1971,14245.79,2873.79,87,,,,11202,,87,N,Q1
MCIWEST,MCAS Miramar,49367,CABIN 7 - BIG BEAR,7/1/1971,16437.45,3597.89,85,,,,11202,,85,N,Q1
MCIWEST,MCAS Miramar,49410,GOLF EQUIPMENT MAINTENANCE SHOP,7/1/1954,28420.80,5037.37,76,,,,11202,,76,N,Q2
MCIWEST,MCAS Miramar,49412,GOLF MAINTENANCE,6/5/1961,198779.98,24869.88,66,,,,11202,,66,N,Q3
MCIWEST,MCAS Miramar,49576,CABIN 8 - BIG BEAR,7/1/1971,16437.45,3597.89,85,,,,11202,,85,N,Q1
MCIWEST,MCAS Miramar,54000,GOLF COURSE MAINTENANCE EQUIPMENT STORAGE,7/1/1992,104724.88,34267.83,87,,,,11202,,87,N,Q1
MCIWEST,MCAS Miramar,54001,GOLF CART STORAGE SHELTER,7/1/1992,136947.92,34267.83,83,,,,11202,,83,N,Q1
MCIWEST,MCAS Miramar,54002,MCCS VEHICLE/RV STORAGE LOT,7/1/1995,80884.26,53312.48,94,,,,11202,,94,N,Q1
MCIWEST,MCAS Miramar,54004,COMBINED BACHELORS OFFICERS QUARTERS (CBQ),2/8/1955,6478487.61,327958.89,79,,,,11202,,79,N,Q2
MCIWEST,MCAS Miramar,54005,COMBINED BACHELORS OFFICERS QUARTERS (CBQ),6/28/1957,3143635.56,185662.74,82,,,,11202,,82,N,Q1
