Region,Installation,RPUID,Asset_Name,build_dt,RM,Sustainment,FCI,ICI,Visit Date,Net_Profit,Population,Profit_per_pop,ConditionCombo,ICI_Exist,Q-Rating
MCIEAST,MCAS Beaufort,1156228,PREMIUM GASOLINE @ EXCHANGE,1/1/2003,2455.00,9521.40,95,80,1/23/2013,,4000,,80,Y,Q1
MCIEAST,MCAS Beaufort,1156229,UNLEADED GASOLINE @ EXCHANGE,1/1/2003,2455.00,9521.40,95,,,,4000,,95,N,Q1
MCIEAST,MCAS Beaufort,1300242,LOADING DOCK @ MCX,1/31/2017,0.00,155.86,100,,,,4000,,100,N,Q1
MCIEAST,MCAS Beaufort,1300246,FUEL DISPENSING CANOPY @ MCX,1/31/2017,0.00,614.29,100,,,,4000,,100,N,Q1
MCIEAST,MCAS Beaufort,1300248,FUEL DISPENSING TANK @ MCX,1/31/2017,0.00,12468.00,100,,,,4000,,100,N,Q1
MCIEAST,MCAS Beaufort,1300249,FUEL DISPENSING TANK @ MCX,1/31/2017,0.00,5195.00,100,,,,4000,,100,N,Q1
MCIEAST,MCAS Beaufort,1300267,7 DAY STORE ELECTRONIC SIGN,7/1/2003,0.00,166.85,100,,,,4000,,100,N,Q1
MCIEAST,MCAS Beaufort,1300268,MCCS EVENTS ELECTRONIC SIGN,7/1/2003,0.00,166.85,100,,,,4000,,100,N,Q1
MCIEAST,MCAS Beaufort,1340325,AFTERBURNERS SIGN,9/17/2018,102.95,166.85,99,,,,4000,,99,N,Q1
MCIEAST,MCAS Beaufort,31834,TEMPORARY LODGING FAC ADD,8/13/2002,709908.60,59362.83,88,,,,4000,,88,N,Q1
MCIEAST,MCAS Beaufort,32484,O CLUB STORAGE,1/1/1991,16310.85,8503.18,93,,,,4000,,93,N,Q1
MCIEAST,MCAS Beaufort,32912,MCCS CARWASH,11/1/2001,9202.38,3057.14,92,,,514947.44,4000,128.73686,92,N,Q1
MCIEAST,MCAS Beaufort,34775,BATHHOUSE,7/1/1967,145776.32,25406.46,86,,8/2/2016,157397.61,4000,39.3494025,86,N,Q1
MCIEAST,MCAS Beaufort,34781,MWR LOCATION EXCHANGE,7/5/1995,251896.40,48595.65,88,,,17191221.93,4000,4297.805483,88,N,Q1
MCIEAST,MCAS Beaufort,34792,MCCS LB CAR WASH,2/3/2007,16090.69,2915.75,87,,,244142.7,4000,61.035675,87,N,Q1
MCIEAST,MCAS Beaufort,35735,EXCHANGE CENTRAL WAREHOUSE,3/1/1975,115545.94,6819.22,83,,,,4000,,83,N,Q1
MCIEAST,MCAS Beaufort,548411,BOQ,10/31/1955,3939278.59,304065.20,77,,,,4000,,77,N,Q2
MCIEAST,MCAS Beaufort,548413,AFTERBURNERS EM CMMNITY CLB AND SUBWAY,7/1/1956,308918.43,44511.97,88,95,8/4/2016,-158724.37,4000,-39.6810925,95,Y,Q1
MCIEAST,MCAS Beaufort,548414,OFFICERS CLUB,4/5/1956,782884.34,120039.27,83,97,8/4/2016,-1574506.05,4000,-393.6265125,97,Y,Q1
MCIEAST,MCAS Beaufort,624330,TEMPORARY LODGING FACILITY,11/1/1989,1764954.94,126502.46,86,96,,16064066.67,4000,4016.016668,96,Y,Q1
MCIEAST,MCAS Beaufort,624339,GOLF DRIVING RANGE,9/14/1994,21833.76,7616.07,92,,,,4000,,92,N,Q1
MCIEAST,MCAS Beaufort,624370,MWR CARWASH,7/1/1994,5100.00,3819.45,89,,,,4000,,89,N,Q1
MCIEAST,MCAS Beaufort,624403,COVERED BOAT STORAGE,1/1/1997,1510.25,1127.52,95,,,,4000,,95,N,Q1
MCIEAST,MCAS Beaufort,625024,MCAS BASE EXCHANGE,1/15/2003,1182006.28,25354.77,86,95.5,8/4/2016,55032130.6,4000,13758.03265,95.5,Y,Q1
MCIEAST,MCAS Cherry Point,1066055,(MCCS) CONSOLIDATED CLUB,8/25/2010,507675.33,147034.14,85,96,11/28/2017,1641763.43,6874,238.8366933,96,Y,Q1
MCIEAST,MCAS Cherry Point,1165462,(MCCS) PELICAN POINT RV PARK OFFICE BLDG,4/1/2013,1427.94,1050.74,92,90,11/29/2017,,6874,,90,Y,Q1
MCIEAST,MCAS Cherry Point,1165463,(MCCS) PELICAN POINT RV PARK CAMPGROUND,4/1/2013,0.00,18055.55,100,,,2689897.6,6874,391.3147512,100,N,Q1
MCIEAST,MCAS Cherry Point,1165488,(MCCS)PELICAN POINT RV PARK BATH-LAUNDRY BLDG,4/1/2013,4811.28,3540.34,92,90,11/29/2017,,6874,,90,Y,Q1
MCIEAST,MCAS Cherry Point,1321950,HANCOCK MARINA BOAT STORAGE LOT  (MCCS),7/1/1980,0.00,3283.64,100,,,,6874,,100,N,Q1
MCIEAST,MCAS Cherry Point,1322933,(MCCS) WELL BUILDING (GOLF COURSE),7/1/1984,0.00,710.31,82,,,,6874,,82,N,Q1
MCIEAST,MCAS Cherry Point,1372571,PELICAN POINT EQUIPMENT SHED (MCCS),7/1/2011,18805.60,1392.26,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,14092,(MCCS) PUBLIC TOILET (DRIVING RANGE),7/1/1999,8000.33,1716.11,87,,,,6874,,87,N,Q1
MCIEAST,MCAS Cherry Point,17523,(MCCS) THE ROAD HOUSE,12/1/1970,305432.05,21696.84,65,89,11/28/2017,5005216.55,6874,728.1374091,89,Y,Q1
MCIEAST,MCAS Cherry Point,18309,(MCCS) GOLF COURSE,7/1/1945,788782.60,73572.71,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,18310,(MCCS) DRIVING RANGE GOLF,1/1/1991,54584.40,7616.07,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,18355,(CLC-21) AIR PASSENGER TERMINAL (MCCS),2/1/1989,14218.93,3213.85,88,,,,6874,,88,N,Q1
MCIEAST,MCAS Cherry Point,19128,(MCCS) GOLF CLUB (MAINTENANCE BLDG),3/1/1976,88363.08,3354.82,61,,,,6874,,61,N,Q3
MCIEAST,MCAS Cherry Point,19266,ADMIN OFF (IPAC/MCCS/LIBRARY/FRC/TAX CENTER),7/1/1942,306451.52,22409.53,66,93,11/29/2017,1588917.89,6874,231.1489511,93,Y,Q1
MCIEAST,MCAS Cherry Point,19294,MARINA HANCOCK (MCCS),3/3/1980,253932.60,9196.89,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,19298,(MCCS) EXCHANGE RETAIL/COMMISARY,4/10/1982,11430611.01,110615.23,85,90.33333333,11/28/2017,72023213.48,6874,10477.6278,90.33333333,Y,Q1
MCIEAST,MCAS Cherry Point,19298,(MCCS) EXCHANGE RETAIL/COMMISARY,4/10/1982,7620407.34,110615.23,85,93.5,11/29/2017,72023213.48,6874,10477.6278,93.5,Y,Q1
MCIEAST,MCAS Cherry Point,19470,ENGINE OVERHAUL-TEST BLDG (FRC/MCCS),7/1/1944,45298.96,16089.41,94,78,11/28/2017,6682444.8,6874,972.1333721,78,Y,Q2
MCIEAST,MCAS Cherry Point,19481,OVERHAUL-REPAIR SHOPS(FRC/MCCS),7/1/1943,84783.84,26349.52,94,81,11/28/2017,,6874,,81,Y,Q1
MCIEAST,MCAS Cherry Point,19514,(DLA/MCCS/BAND) GEN WHSE/BULK,7/1/1943,183116.52,26319.81,74,,,,6874,,74,N,Q2
MCIEAST,MCAS Cherry Point,19593,(MCCS) GOLF COURSE SHELTER (HOLE 18 TEE BOX),6/1/1960,4165.20,179.17,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,19803,(MCCS) CONCESSION CENTER-EXCHANGE,5/15/1998,257651.85,37041.48,86,,,35731960.71,6874,5198.132195,86,N,Q1
MCIEAST,MCAS Cherry Point,20049,(MCCS) HAZ WASTE STORAGE AREA (GOLF MAINT),1/13/1995,30827.94,4867.16,94,,,,6874,,94,N,Q1
MCIEAST,MCAS Cherry Point,20069,(MCCS) GOLF MAINTENANCE FACILITY,7/11/2007,61638.07,19037.69,87,,,,6874,,87,N,Q1
MCIEAST,MCAS Cherry Point,20073,(MCCS) CHERRY POINT INN,9/1/1944,3480579.06,129536.91,74,,,1471679.95,6874,214.0936791,74,N,Q2
MCIEAST,MCAS Cherry Point,20590,VIP GUEST HOUSE (CAROLINA HOUSE),7/1/1942,220230.72,8769.42,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,20608,(MCCS) GOLF COURSE SHELTER (HOLE 15 TEE BOX),6/1/1960,3357.60,144.43,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,20615,(MCCS) GOLF COURSE SHELTER (HOLE 8 TEE BOX),6/1/1961,3168.20,136.28,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,20616,DAM - EARTHEN - GOLF COURSE 9TH MCCS,6/1/1964,28406.40,1091.45,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,20617,(MCCS) GOLF COURSE SHELTER (HOLE 4 TEE BOX),6/1/1961,4165.20,179.17,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,20618,(MCCS) GOLF COURSE SHELTER (HOLE 2 TEE BOX),6/1/1960,4080.20,175.51,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,20627,(MCCS) WELL,7/1/1984,2718.40,1096.94,80,,,,6874,,80,N,Q1
MCIEAST,MCAS Cherry Point,21073,(MCCS) 7 DAY STORE,5/20/1942,490268.10,17123.63,72,85,11/28/2017,39443525.14,6874,5738.074649,85,Y,Q1
MCIEAST,MCAS Cherry Point,21096,(MCCS) GOLF CART STORAGE (DRIVING RANGE),2/1/1972,63890.26,18323.77,86,,,,6874,,86,N,Q1
MCIEAST,MCAS Cherry Point,21097,(MCCS) GOLF CLUBHOUSE,6/1/1972,251180.95,59326.18,76,78,11/29/2017,4212125.28,6874,612.761897,78,Y,Q2
MCIEAST,MCAS Cherry Point,21134,MEDICAL/DENTAL CLINIC-CHERRY POINT (MCCS),7/1/1994,18618.75,3086.10,85,78,11/28/2017,1488697.75,6874,216.5693555,78,Y,Q2
MCIEAST,MCAS Cherry Point,21262,(MCCS) GOLF CART STORAGE (DRIVING RANGE),4/13/1987,70638.82,20259.27,86,,,,6874,,86,N,Q1
MCIEAST,MCAS Cherry Point,21264,A/C REWORK SHOP (FRC/MCCS),1/29/1990,44768.95,22261.61,94,78,11/28/2017,,6874,,78,Y,Q2
MCIEAST,MCAS Cherry Point,21500,TACO BELL / PIZZA HUT,4/1/1996,264395.56,25916.59,78,85,11/28/2017,16238744.59,6874,2362.342827,85,Y,Q1
MCIEAST,MCAS Cherry Point,22032,(MCCS) ELECTRONIC SIGN (MCX),7/1/1990,823.60,166.85,92,,,,6874,,92,N,Q1
MCIEAST,MCAS Cherry Point,22131,(MCCS) EXCHANGE SERVICE BLDG,6/26/1998,416501.37,115059.79,88,99,11/28/2017,4754538.43,6874,691.6698327,99,Y,Q1
MCIEAST,MCAS Cherry Point,22135,PICNIC SHELTER-GOLF COURSE (MCCS),10/19/1997,9449.35,756.39,95,,,,6874,,95,N,Q1
MCIEAST,MCAS New River,1006491,GAS STATION,10/14/2008,29325.90,70143.48,91,,,,6301,,91,N,Q1
MCIEAST,MCAS New River,1013636,RV/BOAT STORAGE,9/11/2009,180215.53,61120.40,89,,,,6301,,89,N,Q1
MCIEAST,MCAS New River,1169053,CAR WASH,7/14/2009,18253.69,11710.52,91,,,288399.58,6301,45.77044596,91,N,Q1
MCIEAST,MCAS New River,1203142,CONCESSION STAND / RESTROOM @ BALLFIELDS,8/7/2013,6443.75,3202.29,89,,,,6301,,89,N,Q1
MCIEAST,MCAS New River,1237618,BOAT STORAGE,3/31/2015,6889.30,2570.17,90,,,,6301,,90,N,Q1
MCIEAST,MCAS New River,1277258,MARINE MART,7/1/2016,46801.40,8909.86,93,94,11/1/2017,18476423.6,6301,2932.300206,94,Y,Q1
MCIEAST,MCAS New River,1320370,CANOPY,1/25/2018,0.00,118.25,96,,,,6301,,96,N,Q1
MCIEAST,MCAS New River,40138,CORNER CAFE & BARBER SHOP,12/19/2002,72520.81,5160.27,83,93,11/1/2017,8084025.43,6301,1282.974993,93,Y,Q1
MCIEAST,MCAS New River,40141,MARINA SUPPORT BLDG,6/21/1961,348797.79,82603.34,78,96,11/1/2017,314180.36,6301,49.86198381,96,Y,Q1
MCIEAST,MCAS New River,42427,FAMILY SERVICES CENTER,3/1/1975,196128.12,85154.03,82,,,-653.62,6301,-0.103732741,82,N,Q1
MCIEAST,MCAS New River,42832,BOWLING ALLEY,2/12/1968,578720.20,63745.81,74,88,11/1/2017,4197519.25,6301,666.167156,88,Y,Q1
MCIEAST,MCAS New River,43233,SINGLE MARINE PROGRAM CENTER,9/6/1983,160438.52,23450.47,83,,,-145706.04,6301,-23.12427234,83,N,Q1
MCIEAST,MCAS New River,43234,LOCATION EXCHANGE,9/23/1982,645482.46,49683.79,84,98,11/1/2017,158661190.7,6301,25180.31911,98,Y,Q1
MCIEAST,MCAS New River,43236,EXCHANGE SERVICE OUTLETS,7/1/1999,171513.48,10799.77,87,97,11/1/2017,6183236.16,6301,981.3102936,97,Y,Q1
MCIEAST,MCAS New River,43715,BOQ,10/18/1967,4297910.40,307868.06,84,,,,6301,,84,N,Q1
MCIEAST,MCAS New River,43717,OFFICERS CLUB/OPEN/,7/1/1954,1585880.40,137710.07,70,98,11/1/2017,5408748.02,6301,858.3951785,98,Y,Q1
MCIEAST,MCAS New River,550615,CONCESSION PAD  MARINA,7/1/2006,666.80,57.33,90,,,,6301,,90,N,Q1
MCIEAST,MCB Lejeune,1006328,REC LODGE ONSLOW BEACH,12/16/2008,19700.89,5477.39,89,,,,38778,,89,N,Q1
MCIEAST,MCB Lejeune,1006331,REC LODGE ONSLOW BEACH,12/16/2008,23282.87,5477.39,91,,,,38778,,91,N,Q1
MCIEAST,MCB Lejeune,1027349,MARSOC SOF HEADQUARTERS,9/16/2009,92028.86,20788.49,89,,,762798.7,38778,19.67091392,89,N,Q1
MCIEAST,MCB Lejeune,1084197,REC LODGE ONSLOW BEACH,5/3/2011,13673.87,5974.13,90,,,,38778,,90,N,Q1
MCIEAST,MCB Lejeune,1084199,REC LODGE ONSLOW BEACH,5/3/2011,16171.11,5495.13,89,,,,38778,,89,N,Q1
MCIEAST,MCB Lejeune,1101691,REC LODGE ONSLOW BEACH,9/16/2011,37732.59,5495.13,90,,,,38778,,90,N,Q1
MCIEAST,MCB Lejeune,1101692,REC LODGE ONSLOW BEACH,9/16/2011,17967.90,5495.13,89,,,,38778,,89,N,Q1
MCIEAST,MCB Lejeune,1119184,CANOPY @1231 LAWN & GARDEN,9/30/2011,30992.56,8349.40,87,,,,38778,,87,N,Q1
MCIEAST,MCB Lejeune,1127026,MARINE MART/CAR WASH,12/7/2011,52368.06,9357.25,92,85,11/2/2017,42090465.36,38778,1085.421253,85,Y,Q1
MCIEAST,MCB Lejeune,1127028,FILLING STATION,12/7/2011,58651.80,46762.32,97,,,,38778,,97,N,Q1
MCIEAST,MCB Lejeune,1150925,REC LODGE ONSLOW BEACH,10/2/2012,28787.85,6772.44,87,,,,38778,,87,N,Q1
MCIEAST,MCB Lejeune,1150927,REC LODGE ONSLOW BEACH,5/23/2012,21561.48,5495.13,89,,,,38778,,89,N,Q1
MCIEAST,MCB Lejeune,1150928,REC LODGE ONSLOW BEACH,5/23/2012,14374.32,5495.13,91,,,,38778,,91,N,Q1
MCIEAST,MCB Lejeune,1151077,REC LODGE ONSLOW BEACH,5/23/2012,12577.53,5495.13,90,,,,38778,,90,N,Q1
MCIEAST,MCB Lejeune,1152867,SKEET HOUSE #1,9/7/2011,3301.12,667.59,91,,,,38778,,91,N,Q1
MCIEAST,MCB Lejeune,1153853,SKEET HOUSE #4,9/7/2011,3301.12,667.59,91,,,,38778,,91,N,Q1
MCIEAST,MCB Lejeune,1155002,SKEET HOUSE #2,9/7/2011,3301.12,667.59,90,,,,38778,,90,N,Q1
MCIEAST,MCB Lejeune,1155003,SKEET HOUSE #3,9/7/2011,3301.12,667.59,94,,,,38778,,94,N,Q1
MCIEAST,MCB Lejeune,1156603,SKEET/TRAP RANGE,9/7/2011,131415.60,21358.74,90,,,,38778,,90,N,Q1
MCIEAST,MCB Lejeune,1156604,SKEET TRAP #2,9/7/2011,693.52,140.25,92,,,,38778,,92,N,Q1
MCIEAST,MCB Lejeune,1156605,SKEET HOUSE #6,9/7/2011,31360.64,667.59,92,,,,38778,,92,N,Q1
MCIEAST,MCB Lejeune,1156607,SKEET HOUSE #5,9/7/2011,3301.12,667.59,94,,,,38778,,94,N,Q1
MCIEAST,MCB Lejeune,1169181,MARINE CORPS EXCHANGE,12/20/2012,42607.32,13102.14,88,91,11/2/2017,20630265.48,38778,532.0095281,91,Y,Q1
MCIEAST,MCB Lejeune,1169378,SKEET HOUSE # 7,5/29/2012,1650.56,667.59,91,,,,38778,,91,N,Q1
MCIEAST,MCB Lejeune,1169380,SKEET HOUSE # 8,5/29/2012,1650.56,667.59,92,,,,38778,,92,N,Q1
MCIEAST,MCB Lejeune,1169390,SKEET HOUSE #9,5/29/2012,2063.20,667.59,91,,,,38778,,91,N,Q1
MCIEAST,MCB Lejeune,1169395,SKEET RANGE RETAIL BLDG,5/29/2012,21123.25,6834.85,94,99,11/2/2017,875796.57,38778,22.58488241,99,Y,Q1
MCIEAST,MCB Lejeune,1169436,ARCHERY RANGE STORAGE BLDG,5/29/2012,2075.92,839.63,83,,,,38778,,83,N,Q1
MCIEAST,MCB Lejeune,1173406,HOSTESS HOUSE,4/12/2013,549565.80,140061.50,88,96,10/30/2017,-2295444.12,38778,-59.19449482,96,Y,Q1
MCIEAST,MCB Lejeune,1173443,MARINE MART @ ONSLOW BEACH,12/24/2012,32521.30,9977.54,88,89,11/3/2017,4178887.09,38778,107.764379,89,Y,Q1
MCIEAST,MCB Lejeune,1205483,WC MARINE MART,3/25/2014,45170.38,24772.94,98,95,10/30/2017,103872012.3,38778,2678.632532,95,Y,Q1
MCIEAST,MCB Lejeune,1205486,MARINE MART GAS PUMPS / CANOPY,3/25/2014,24438.25,58452.90,99,,,,38778,,99,N,Q1
MCIEAST,MCB Lejeune,1281518,SIGN (INNS OF THE CORPS),10/23/2013,403.80,163.51,96,,,,38778,,96,N,Q1
MCIEAST,MCB Lejeune,1320233,FILLING STATION,6/9/2014,0.00,46762.32,100,,,16951382.63,38778,437.1391673,100,N,Q1
MCIEAST,MCB Lejeune,1328003,GOLF CART STORAGE,5/15/2018,0.00,48725.68,92,,,,38778,,92,N,Q1
MCIEAST,MCB Lejeune,1380062,HITT SHELTER,7/9/2019,0.00,893.44,99,,,,38778,,99,N,Q1
MCIEAST,MCB Lejeune,31577,GOLF EQUIP BLDG/TOILET,7/1/1942,24844.86,3692.52,73,,,,38778,,73,N,Q2
MCIEAST,MCB Lejeune,31579,EQUIPMENT MAINT SHOP,6/30/1946,366756.06,44597.84,76,,,,38778,,76,N,Q2
MCIEAST,MCB Lejeune,31581,GOLF MAINT STORAGE,7/1/1949,12501.00,1857.92,65,,,,38778,,65,N,Q3
MCIEAST,MCB Lejeune,31582,ROD/GUN CLUB,6/19/1992,103886.17,11949.33,77,,,,38778,,77,N,Q2
MCIEAST,MCB Lejeune,31587,PUBLIC TOILET (GOLF COURSE),7/1/1964,6404.71,939.44,79,,,,38778,,79,N,Q2
MCIEAST,MCB Lejeune,31593,GOLF BALL HOUSE,7/1/1969,2231.64,497.52,87,,,,38778,,87,N,Q1
MCIEAST,MCB Lejeune,31596,EXCHANGE SNACK STAND,7/1/1974,8512.14,2627.52,84,,,,38778,,84,N,Q1
MCIEAST,MCB Lejeune,31888,RECREATION CENTER,2/1/1944,186799.58,25512.84,78,,,141514.28,38778,3.649344474,78,N,Q2
MCIEAST,MCB Lejeune,31932,DIVISION HQ,7/1/1942,462970.53,18015.55,81,84,10/31/2017,11098005.71,38778,286.1933496,84,Y,Q1
MCIEAST,MCB Lejeune,31988,EXCHANGE RETAIL-STORE,7/27/1981,162187.87,13444.15,80,83,11/2/2017,26719941.63,38778,689.0489873,83,Y,Q1
MCIEAST,MCB Lejeune,32001,RECREATION CENTER,10/5/1942,131261.46,14825.38,66,,,7199176,38778,185.6510392,66,N,Q3
MCIEAST,MCB Lejeune,32121,INDUSTRIAL GRILL,7/15/1985,247193.10,29248.84,79,87,10/30/2017,1352783.64,38778,34.88533808,87,Y,Q1
MCIEAST,MCB Lejeune,33205,GOLF CLUBHOUSE,12/14/2000,310667.76,95896.63,87,90,11/2/2017,9042163.77,38778,233.1776721,90,Y,Q1
MCIEAST,MCB Lejeune,33207,STARTER HOUSE/PUBLIC RESTRM,7/1/2002,7529.99,2324.35,77,,,,38778,,77,N,Q2
MCIEAST,MCB Lejeune,33208,PAVILION VIC 2015,8/20/2002,22394.24,22466.05,94,,,,38778,,94,N,Q1
MCIEAST,MCB Lejeune,34403,EXC SNACK STND VIC GOLF COUR,7/1/2002,4215.36,2114.46,92,,,,38778,,92,N,Q1
MCIEAST,MCB Lejeune,35398,MCX AUTO REPAIR STA,8/1/1960,311527.42,19291.95,63,,,,38778,,63,N,Q3
MCIEAST,MCB Lejeune,35399,MCX RETAIL SERVICE STA,8/1/1960,253939.44,24243.79,76,,,1762276.84,38778,45.44527412,76,N,Q2
MCIEAST,MCB Lejeune,35400,MCX TIRE SERVICE STA,8/1/1960,296466.75,25159.02,84,,,,38778,,84,N,Q1
MCIEAST,MCB Lejeune,35401,MARINE MART,8/1/1960,84070.50,19263.04,90,79,10/30/2017,29327643.13,38778,756.2959186,79,Y,Q2
MCIEAST,MCB Lejeune,35518,MESS OPEN E7-E9 (SNCO CLUB),12/31/1942,524000.40,0.00,65,94,10/31/2017,1758142.82,38778,45.33866677,94,Y,Q1
MCIEAST,MCB Lejeune,35519,"OPEN MESS STORAGE VIC 425				",7/1/1943,15072.46,1291.46,76,,,,38778,,76,N,Q2
MCIEAST,MCB Lejeune,36028,7-DAY STORE,2/28/2003,83840.85,20077.11,84,97,10/31/2017,16049966.67,38778,413.8936167,97,Y,Q1
MCIEAST,MCB Lejeune,37171,LOCATION EXCHANGE,1/19/1983,501888.48,33802.25,85,94,10/31/2017,59179863.93,38778,1526.119551,94,Y,Q1
MCIEAST,MCB Lejeune,37271,MARSTON PAVILION,7/1/1945,1920403.76,197096.88,92,95,10/31/2017,70219.82,38778,1.810815927,95,Y,Q1
MCIEAST,MCB Lejeune,37459,MWR MIL REC CENTER,3/23/1983,28519.05,4097.64,85,,,-763033.52,38778,-19.67696942,85,N,Q1
MCIEAST,MCB Lejeune,37516,MCCS  CAR WASH,2/4/1986,33011.52,18531.00,81,,,576799.16,38778,14.87439167,81,N,Q1
MCIEAST,MCB Lejeune,37627,GOLF EQUIPMENT BLDG,9/1/1976,95588.05,20188.35,79,,,,38778,,79,N,Q2
MCIEAST,MCB Lejeune,37861,INSTALLATION RESTAURANT AND ADMIN,3/23/1983,173334.00,30764.32,86,,,-1217690.6,38778,-31.40158337,86,N,Q1
MCIEAST,MCB Lejeune,37909,REC LODGE ONSLOW BEACH,7/1/2001,8257.47,1942.59,84,,,,38778,,84,N,Q1
MCIEAST,MCB Lejeune,37910,REC LODGE ONSLOW BEACH,7/1/2001,5104.72,1951.46,86,,,,38778,,86,N,Q1
MCIEAST,MCB Lejeune,37911,REC LODGE ONSLOW BEACH,7/1/2001,5104.72,1951.46,86,,,,38778,,86,N,Q1
MCIEAST,MCB Lejeune,37912,REC LODGE ONSLOW BEACH,7/1/2001,7587.36,1933.72,83,,,,38778,,83,N,Q1
MCIEAST,MCB Lejeune,37913,REC LODGE  ONSLOW BEACH,7/1/2001,5035.04,1924.85,86,,,,38778,,86,N,Q1
MCIEAST,MCB Lejeune,37914,REC LODGE  ONSLOW BEACH,7/1/2001,5081.52,1942.59,86,,,,38778,,86,N,Q1
MCIEAST,MCB Lejeune,37915,REC LODGE,7/1/2001,6955.08,1933.72,83,,,,38778,,83,N,Q1
MCIEAST,MCB Lejeune,37916,REC LODGE,7/1/2001,8219.64,1933.72,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,37917,REC LODGE,7/1/2001,4977.04,1902.67,81,,,,38778,,81,N,Q1
MCIEAST,MCB Lejeune,37918,REC LODGE,7/1/2001,4977.04,1902.67,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,37919,REC LODGE,7/1/2001,4977.04,1902.67,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,37920,REC LODGE,7/1/2001,4977.04,1902.67,81,,,,38778,,81,N,Q1
MCIEAST,MCB Lejeune,37921,REC LODGE,7/1/2001,4977.04,1902.67,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,37922,REC LODGE,7/1/2001,4977.04,1902.67,81,,,,38778,,81,N,Q1
MCIEAST,MCB Lejeune,37923,REC LODGE,7/1/2001,4977.04,1902.67,86,,,,38778,,86,N,Q1
MCIEAST,MCB Lejeune,37924,REC LODGE,7/1/2001,4977.04,1902.67,83,,,,38778,,83,N,Q1
MCIEAST,MCB Lejeune,37925,REC LODGE,7/1/2001,4977.04,1902.67,81,,,,38778,,81,N,Q1
MCIEAST,MCB Lejeune,37926,REC LODGE,7/1/2001,4977.04,1902.67,84,81,11/3/2017,,38778,,81,Y,Q1
MCIEAST,MCB Lejeune,37927,REC LODGE,7/1/2001,8087.69,1902.67,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,38591,MCCS CAR WASH,4/4/1990,50625.60,14209.31,83,,,,38778,,83,N,Q1
MCIEAST,MCB Lejeune,38687,BOQ 0-3 ABOVE  PULLER HOUSE,12/3/1942,380466.37,13156.89,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,38886,ALL POINTS INN,11/12/1942,691685.04,57804.60,76,,,,38778,,76,N,Q2
MCIEAST,MCB Lejeune,38887,BOQ,11/6/1942,1826351.36,59082.37,69,,,,38778,,69,N,Q3
MCIEAST,MCB Lejeune,38888,ALL POINTS INN,11/24/1942,691685.04,57804.60,77,,,,38778,,77,N,Q2
MCIEAST,MCB Lejeune,38897,BOQ - TRANSIENT,10/7/1942,2051795.90,58789.73,65,,,,38778,,65,N,Q3
MCIEAST,MCB Lejeune,38899,COM OFF MESS OPEN,7/1/1942,4244675.10,368586.78,77,97,10/31/2017,9252093.65,38778,238.5913056,97,Y,Q1
MCIEAST,MCB Lejeune,38901,BOQ,3/1/1962,1102389.53,100502.69,86,,,,38778,,86,N,Q1
MCIEAST,MCB Lejeune,39223,LOCATION EXCHANGE (BM),11/30/1982,250836.96,24572.94,78,83,10/31/2017,35201541.67,38778,907.7709441,83,Y,Q1
MCIEAST,MCB Lejeune,39426,EDUCATION SERVICES OFFICE,7/1/1961,319221.41,48916.99,84,91,11/2/2017,-192772.6,38778,-4.971184692,91,Y,Q1
MCIEAST,MCB Lejeune,39432,EXCHANGE SERVICE OUTLETS,7/1/1955,3107617.04,77343.85,78,81,10/30/2017,47546002.3,38778,1226.107646,81,Y,Q1
MCIEAST,MCB Lejeune,39434,BOWLING ALLEY STORAGE,7/1/1973,18905.66,1344.05,69,,,,38778,,69,N,Q3
MCIEAST,MCB Lejeune,39445,BOWLING ALLEY,10/1/1964,1590815.46,67886.79,74,90,10/30/2017,4938816.67,38778,127.3613046,90,Y,Q1
MCIEAST,MCB Lejeune,39446,MCCS EXCHANGE ADMINISTRATION,9/1/1972,161676.00,78059.06,91,,,-26069995.46,38778,-672.2882939,91,N,Q1
MCIEAST,MCB Lejeune,39447,INNS OF THE CORPS,8/1/1973,4833509.28,201969.89,76,97,10/30/2017,49115707.18,38778,1266.58691,97,Y,Q1
MCIEAST,MCB Lejeune,39451,GENERAL OFFICER REC LODGE,9/10/1982,56482.16,9322.65,88,,,,38778,,88,N,Q1
